lot_id,run_id,panel_id,tool_id,chamber,sample_id,x_index,y_index,x_mm,y_mm,zone,source_temp_c,substrate_temp_c,pressure_mTorr,oxygen_flow_sccm,nitrogen_flow_sccm,deposition_rate_a_s,target_thickness_nm,thickness_nm,thickness_error_nm,abs_error_nm,sheet_resistance_ohm_sq,luminance_cd_m2,voltage_v,particle_count,dark_spot_count,defect_type,pass_fail,yield_score
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_44_00,44,0,-1.82,-16.38,edge,119.323,83.028,2.7424,18.009,42.27,1.411,100.0,101.552,1.552,1.552,14.755,764.62,3.1927,1,0,none,pass,93.415
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_45_00,45,0,-1.3,-16.38,edge,119.063,82.513,2.7708,17.979,42.335,1.3904,100.0,101.466,1.466,1.466,15.027,755.38,3.188,1,0,none,pass,95.071
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_46_00,46,0,-0.78,-16.38,edge,120.416,82.597,2.7342,18.109,42.438,1.4251,100.0,101.393,1.393,1.393,14.894,772.67,3.1529,0,0,none,pass,97.666
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_47_00,47,0,-0.26,-16.38,edge,119.134,82.499,2.8026,18.101,42.267,1.411,100.0,100.976,0.976,0.976,15.152,792.95,3.1898,0,0,none,pass,97.712
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_48_00,48,0,0.26,-16.38,edge,119.845,82.863,2.8006,18.128,42.151,1.4096,100.0,101.775,1.775,1.775,15.062,772.8,3.1929,1,0,none,pass,94.689
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_49_00,49,0,0.78,-16.38,edge,118.117,82.953,2.7642,18.093,42.367,1.3858,100.0,100.853,0.853,0.853,15.103,782.15,3.1581,0,0,none,pass,97.99
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_50_00,50,0,1.3,-16.38,edge,119.38,82.363,2.7582,18.11,42.171,1.4007,100.0,100.918,0.918,0.918,15.276,784.46,3.1802,0,0,none,pass,98.55
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_51_00,51,0,1.82,-16.38,edge,120.026,81.88,2.7709,18.184,42.317,1.4249,100.0,100.572,0.572,0.572,15.321,786.7,3.1889,1,0,none,pass,96.831
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_52_00,52,0,2.34,-16.38,edge,117.757,83.238,2.7136,18.114,42.336,1.3755,100.0,101.696,1.696,1.696,15.048,763.47,3.1868,0,0,none,pass,96.524
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_53_00,53,0,2.86,-16.38,edge,119.824,82.713,2.7799,18.191,42.338,1.4188,100.0,100.658,0.658,0.658,15.243,779.12,3.1609,0,0,none,pass,99.389
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_54_00,54,0,3.38,-16.38,edge,120.071,83.165,2.7708,18.019,42.196,1.4185,100.0,101.082,1.082,1.082,15.008,777.31,3.1834,0,0,none,pass,99.082
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_55_00,55,0,3.9,-16.38,edge,119.03,82.776,2.7702,18.169,42.268,1.412,100.0,100.998,0.998,0.998,14.858,780.83,3.1903,0,0,none,pass,96.527
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_56_00,56,0,4.42,-16.38,edge,119.013,83.202,2.7483,18.385,42.254,1.4095,100.0,100.674,0.674,0.674,15.102,782.36,3.1831,0,0,none,pass,96.789
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_57_00,57,0,4.94,-16.38,edge,119.9,82.257,2.7645,18.008,42.41,1.4366,100.0,100.662,0.662,0.662,14.689,748.76,3.1718,1,1,none,fail,90.956
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_58_00,58,0,5.46,-16.38,edge,119.088,83.164,2.7988,18.161,42.191,1.3998,100.0,100.667,0.667,0.667,14.944,783.75,3.1629,0,0,none,pass,96.099
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_59_00,59,0,5.98,-16.38,edge,119.822,82.949,2.7709,18.211,42.42,1.414,100.0,101.059,1.059,1.059,15.313,783.82,3.1322,0,0,none,pass,97.399
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_60_00,60,0,6.5,-16.38,edge,119.575,83.11,2.7612,18.242,42.264,1.4067,100.0,101.512,1.512,1.512,14.761,768.43,3.1598,0,0,none,pass,98.012
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_61_00,61,0,7.02,-16.38,edge,119.384,83.191,2.752,18.253,42.538,1.4234,100.0,100.632,0.632,0.632,15.097,780.81,3.1353,0,0,none,pass,97.052
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_62_00,62,0,7.54,-16.38,edge,119.866,83.047,2.7762,18.225,42.144,1.4108,100.0,100.173,0.173,0.173,15.09,809.24,3.1447,0,0,none,pass,97.935
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_63_00,63,0,8.06,-16.38,edge,119.915,82.947,2.797,18.32,42.123,1.3806,100.0,101.255,1.255,1.255,15.292,768.18,3.1809,0,0,none,pass,96.712
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_64_00,64,0,8.58,-16.38,edge,119.34,82.829,2.7422,18.362,42.352,1.4214,100.0,100.228,0.228,0.228,15.296,789.55,3.1783,0,0,none,pass,99.488
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_65_00,65,0,9.1,-16.38,edge,120.019,82.718,2.7404,18.368,42.065,1.4191,100.0,100.14,0.14,0.14,15.096,785.05,3.1879,0,0,none,pass,99.603
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_66_00,66,0,9.62,-16.38,edge,118.821,82.487,2.7754,18.215,42.359,1.4138,100.0,100.918,0.918,0.918,15.037,787.16,3.1309,0,0,none,pass,97.77
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_67_00,67,0,10.14,-16.38,edge,119.383,83.708,2.7979,18.385,42.371,1.417,100.0,101.153,1.153,1.153,14.914,778.9,3.1663,0,0,none,pass,99.27
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_68_00,68,0,10.66,-16.38,edge,119.232,83.0,2.7383,18.405,42.391,1.403,100.0,100.722,0.722,0.722,15.037,785.05,3.1776,0,0,none,pass,96.85
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_69_00,69,0,11.18,-16.38,edge,120.037,83.106,2.774,18.337,42.418,1.4127,100.0,100.992,0.992,0.992,14.971,768.95,3.1779,1,0,none,pass,95.878
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_70_00,70,0,11.7,-16.38,edge,119.837,83.192,2.7453,18.285,42.083,1.4051,100.0,100.81,0.81,0.81,14.964,781.13,3.1749,0,0,none,pass,97.325
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_71_00,71,0,12.22,-16.38,edge,120.002,82.899,2.7759,18.302,42.202,1.4206,100.0,100.287,0.287,0.287,15.136,786.66,3.152,0,0,none,pass,99.093
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_72_00,72,0,12.74,-16.38,edge,119.096,82.868,2.7708,18.408,42.313,1.4062,100.0,100.407,0.407,0.407,14.773,781.3,3.2153,0,0,none,pass,98.953
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_73_00,73,0,13.26,-16.38,edge,120.166,83.429,2.7709,18.275,42.33,1.4089,100.0,100.787,0.787,0.787,15.27,773.9,3.086,0,0,none,pass,97.105
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_74_00,74,0,13.78,-16.38,edge,119.358,82.799,2.7689,18.363,42.201,1.4022,100.0,100.599,0.599,0.599,14.967,774.12,3.1909,0,0,none,pass,97.978
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_75_00,75,0,14.3,-16.38,edge,119.56,82.939,2.7647,18.275,42.368,1.39,100.0,100.046,0.046,0.046,15.134,781.58,3.1825,0,0,none,pass,98.004
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_76_00,76,0,14.82,-16.38,edge,120.347,82.653,2.7692,18.347,42.453,1.4126,100.0,100.899,0.899,0.899,14.953,794.12,3.1596,0,0,none,pass,96.755
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_77_00,77,0,15.34,-16.38,edge,119.647,83.078,2.7635,18.209,42.335,1.4075,100.0,100.507,0.507,0.507,14.925,776.72,3.1695,1,0,none,pass,94.784
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_78_00,78,0,15.86,-16.38,edge,119.61,82.985,2.775,18.314,41.979,1.401,100.0,101.001,1.001,1.001,15.01,770.5,3.2005,1,0,none,pass,96.868
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_79_00,79,0,16.38,-16.38,edge,118.665,83.33,2.7595,18.218,42.067,1.4006,100.0,100.666,0.666,0.666,15.05,780.17,3.1871,0,0,none,pass,98.394
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_80_00,80,0,16.9,-16.38,edge,118.611,83.144,2.7677,18.192,42.347,1.4035,100.0,101.156,1.156,1.156,15.157,770.87,3.1556,0,1,none,pass,93.492
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_81_00,81,0,17.42,-16.38,edge,119.987,82.999,2.7462,18.239,42.235,1.4352,100.0,101.554,1.554,1.554,14.991,769.53,3.1206,0,0,none,pass,96.74
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_82_00,82,0,17.94,-16.38,edge,119.441,83.517,2.7579,18.31,42.187,1.4086,100.0,101.746,1.746,1.746,14.932,786.32,3.1627,0,0,none,pass,97.262
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_83_00,83,0,18.46,-16.38,edge,118.223,83.112,2.7739,18.141,42.267,1.3939,100.0,101.32,1.32,1.32,15.127,760.85,3.1957,0,0,none,pass,98.504
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_84_00,84,0,18.98,-16.38,edge,119.552,82.915,2.7503,18.134,42.259,1.4185,100.0,100.507,0.507,0.507,15.061,785.91,3.1974,0,0,none,pass,98.54
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_85_00,85,0,19.5,-16.38,edge,119.346,82.856,2.7712,18.234,42.003,1.4064,100.0,101.172,1.172,1.172,14.724,761.97,3.1698,0,0,none,pass,96.217
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_86_00,86,0,20.02,-16.38,edge,118.533,83.393,2.77,18.307,42.167,1.3784,100.0,101.04,1.04,1.04,15.21,789.55,3.1709,0,0,none,pass,97.241
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_87_00,87,0,20.54,-16.38,edge,119.156,82.957,2.7659,18.14,42.234,1.4117,100.0,101.494,1.494,1.494,14.946,760.11,3.1672,1,0,none,pass,95.007
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_88_00,88,0,21.06,-16.38,edge,120.54,83.812,2.7705,18.154,42.304,1.4432,100.0,101.944,1.944,1.944,14.957,766.96,3.1876,0,0,none,pass,96.204
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_89_00,89,0,21.58,-16.38,edge,118.663,82.885,2.7769,18.103,42.332,1.3962,100.0,101.907,1.907,1.907,14.862,772.26,3.1648,1,0,none,pass,94.061
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_90_00,90,0,22.1,-16.38,edge,117.947,82.711,2.7589,18.211,42.118,1.3852,100.0,101.583,1.583,1.583,15.107,758.56,3.2425,2,0,particle,fail,83.974
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_91_00,91,0,22.62,-16.38,edge,119.148,82.85,2.7824,18.198,42.445,1.4162,100.0,101.944,1.944,1.944,14.588,759.85,3.2169,0,0,none,pass,95.881
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_92_00,92,0,23.14,-16.38,edge,119.256,83.356,2.7326,18.01,42.476,1.4081,100.0,101.591,1.591,1.591,14.855,778.42,3.1792,0,0,none,pass,97.168
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_93_00,93,0,23.66,-16.38,edge,119.669,83.428,2.7836,18.05,42.125,1.4059,100.0,101.77,1.77,1.77,15.045,755.1,3.2153,1,0,none,pass,93.917
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_94_00,94,0,24.18,-16.38,edge,119.376,83.143,2.7726,18.138,42.2,1.4091,100.0,102.032,2.032,2.032,15.154,759.57,3.2237,1,0,none,pass,93.608
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_95_00,95,0,24.7,-16.38,edge,119.897,83.654,2.7713,18.094,42.066,1.4291,100.0,102.649,2.649,2.649,14.716,759.7,3.1757,0,0,none,pass,94.358
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_00_01,0,1,-24.7,-15.86,edge,118.428,81.941,2.7345,18.291,42.243,1.3698,100.0,102.234,2.234,2.234,15.063,770.31,3.1981,0,0,none,pass,97.362
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_01_01,1,1,-24.18,-15.86,edge,119.002,82.514,2.7654,18.32,42.2,1.4113,100.0,102.227,2.227,2.227,14.988,757.43,3.1987,0,0,none,pass,94.811
LOT26A_01,RUN_2026_05_22_A,PNL_A01,TOOL_DP_07,C1,PNL_A01_02_01,2,1,-23.66,-15.86,edge,119.733,82.159,2.7429,18.259,42.174,1.4232,100.0,101.15,1.15,1.15,14.8,778.2,3.1626,0,0,none,pass,96.455
